#				Inclusive		Exclusive	
#range	Ebeam	dE	Thcm	Xsec[mb/sr]	dXsec	Xsec[mb/sr]	dXsec
160	19.0235	0.324321	2	0	0	0	0
160	19.0235	0.324321	6	0	0	0	0
160	19.0235	0.324321	10	0	0	0	0
160	19.0235	0.324321	14	0	0	0	0
160	19.0235	0.324321	18	44.4509234798326	11.4771691745948	5.92678979731101	4.1908626996276
160	19.0235	0.324321	22	139.338563889626	18.4558328036985	24.4453620858993	7.73030796169978
160	19.0235	0.324321	26	190.095274262822	19.9273951467035	48.0460583301638	10.0182925183282
160	19.0235	0.324321	30	168.496044687373	17.5669214346314	38.4610536786395	8.39289787460286
160	19.0235	0.324321	34	150.660034033449	15.7073893699703	36.0273994427812	7.68107431338227
160	19.0235	0.324321	38	138.328877317076	14.3440352445034	32.7229602255448	6.97656486823182
160	19.0235	0.324321	42	150.540609204729	14.3534996672738	46.5307337541889	7.97995241129376
160	19.0235	0.324321	46	126.029722576329	12.6664581390964	28.0066050169621	5.97103365016633
160	19.0235	0.324321	50	63.3568789088602	8.70273674930533	11.9541280960114	3.78023001954548
160	19.0235	0.324321	54	22.6383212551878	5.06208710090878	6.79149637655634	2.7726170765685
160	19.0235	0.324321	58	3.23946009141607	1.87030228377907	1.07982003047202	1.07982003047202
160	19.0235	0.324321	62	5.18569458450976	2.31911521791695	0	0
160	19.0235	0.324321	66	0	0	0	0
160	19.0235	0.324321	70	2.92352817820721	1.68789899368793	0	0
160	19.0235	0.324321	74	0	0	0	0
160	19.0235	0.324321	78	0	0	0	0
160	19.0235	0.324321	82	0	0	0	0
160	19.0235	0.324321	86	0	0	0	0
160	19.0235	0.324321	90	1.83147840104749	1.29504753477269	0	0
160	19.0235	0.324321	94	0	0	0.917975320410722	0.917975320410722
160	19.0235	0.324321	98	0	0	0	0
160	19.0235	0.324321	102	0	0	0	0
160	19.0235	0.324321	106	0	0	0.952642868561907	0.952642868561907
160	19.0235	0.324321	110	0	0	0	0
160	19.0235	0.324321	114	1.00240116580287	1.00240116580287	0	0
160	19.0235	0.324321	118	0	0	0	0
160	19.0235	0.324321	122	1.07981958946484	1.07981958946484	0	0
160	19.0235	0.324321	126	0	0	0	0
160	19.0235	0.324321	130	2.39082430800982	1.69056382231528	0	0
160	19.0235	0.324321	134	0	0	0	0
160	19.0235	0.324321	138	2.73709999872068	1.93541709459539	0	0
160	19.0235	0.324321	142	0	0	1.48740603867965	1.48740603867965
160	19.0235	0.324321	146	1.637607478761	1.637607478761	0	0
160	19.0235	0.324321	150	0	0	0	0
160	19.0235	0.324321	154	0	0	0	0
160	19.0235	0.324321	158	0	0	0	0
160	19.0235	0.324321	162	0	0	0	0
160	19.0235	0.324321	166	0	0	0	0
160	19.0235	0.324321	170	0	0	0	0
160	19.0235	0.324321	174	0	0	0	0

