#				Inclusive		Exclusive	
#range	Ebeam	dE	Thcm	Xsec[mb/sr]	dXsec	Xsec[mb/sr]	dXsec
170	17.899	0.321211	2	0	0	0	0
170	17.899	0.321211	6	0	0	0	0
170	17.899	0.321211	10	0	0	0	0
170	17.899	0.321211	14	0	0	0	0
170	17.899	0.321211	18	29.633948986555	9.37108442012033	2.9633948986555	2.9633948986555
170	17.899	0.321211	22	129.560419055267	17.7964924975177	19.5562896687195	6.91419954846203
170	17.899	0.321211	26	192.184233320655	20.0365850366565	33.4233449253313	8.35583623133284
170	17.899	0.321211	30	214.28301335242	19.8105561583686	47.618447411649	9.33874675849794
170	17.899	0.321211	34	194.875478804135	17.8641860137031	58.9539263609148	9.8256543934858
170	17.899	0.321211	38	153.202950146869	15.0955477742287	35.6977747915035	7.28677853116998
170	17.899	0.321211	42	131.380895305945	13.4090078851233	23.2653668770945	5.64268628380099
170	17.899	0.321211	46	113.299447568619	12.0097159817236	29.2796325177331	6.10522347902261
170	17.899	0.321211	50	72.9201813856693	9.33647289618728	20.3220177632193	4.92881850939454
170	17.899	0.321211	54	23.7702373179472	5.18709591087992	3.39574818827817	1.9605352165024
170	17.899	0.321211	58	11.8780203351923	3.58135270946412	0	0
170	17.899	0.321211	62	5.18569458450976	2.31911521791695	0	0
170	17.899	0.321211	66	2.00480291499699	1.41760616520895	0	0
170	17.899	0.321211	70	0.974509392735737	0.974509392735737	0	0
170	17.899	0.321211	74	0	0	0	0
170	17.899	0.321211	78	0	0	0.936197415364447	0.936197415364447
170	17.899	0.321211	82	0	0	0.924738732621215	0.924738732621215
170	17.899	0.321211	86	0.917975362365351	0.917975362365351	0	0
170	17.899	0.321211	90	1.83147840104749	1.29504753477269	0.915739200523746	0.915739200523746
170	17.899	0.321211	94	0	0	0	0
170	17.899	0.321211	98	0	0	0	0
170	17.899	0.321211	102	0	0	0	0
170	17.899	0.321211	106	0	0	0	0
170	17.899	0.321211	110	0	0	0	0
170	17.899	0.321211	114	1.00240116580287	1.00240116580287	1.00240116580287	1.00240116580287
170	17.899	0.321211	118	0	0	0	0
170	17.899	0.321211	122	0	0	0	0
170	17.899	0.321211	126	0	0	0	0
170	17.899	0.321211	130	2.39082430800982	1.69056382231528	0	0
170	17.899	0.321211	134	0	0	0	0
170	17.899	0.321211	138	1.36854999936034	1.36854999936034	0	0
170	17.899	0.321211	142	1.48740603867965	1.48740603867965	0	0
170	17.899	0.321211	146	3.275214957522	2.31592087253859	0	0
170	17.899	0.321211	150	3.66295334655451	2.59009262611542	0	0
170	17.899	0.321211	154	0	0	0	0
170	17.899	0.321211	158	0	0	0	0
170	17.899	0.321211	162	0	0	0	0
170	17.899	0.321211	166	0	0	0	0
170	17.899	0.321211	170	0	0	0	0
170	17.899	0.321211	174	0	0	0	0

