#				Inclusive		Exclusive	
#range	Ebeam	dE	Thcm	Xsec[mb/sr]	dXsec	Xsec[mb/sr]	dXsec
80	28.8581	0.359165	2	0	0	0	0
80	28.8581	0.359165	6	0	0	0	0
80	28.8581	0.359165	10	0	0	0	0
80	28.8581	0.359165	14	18.9263436647855	8.4641258557034	7.57053746591422	5.35316489483527
80	28.8581	0.359165	18	154.096534730086	21.3693369536947	8.89018469596651	5.13274813421627
80	28.8581	0.359165	22	286.010736405022	26.4418148074547	39.1125793374389	9.77814483435974
80	28.8581	0.359165	26	315.432817732815	25.669546694466	35.5123039831646	8.61300798094268
80	28.8581	0.359165	30	227.103364578634	20.3944315827853	21.9777449592226	6.34442552610358
80	28.8581	0.359165	34	158.848079361354	16.1285824216378	21.2889178525526	5.90448136640545
80	28.8581	0.359165	38	104.118509808552	12.4445417737747	13.3866655468138	4.46222184893793
80	28.8581	0.359165	42	67.0589986457428	9.57985694939183	15.0540609204729	4.53896359364171
80	28.8581	0.359165	46	33.0987150200461	6.49119268698137	5.09211000308402	2.54605500154201
80	28.8581	0.359165	50	53.7935764320511	8.01906820936634	13.1495409056125	3.96473003257932
80	28.8581	0.359165	54	32.8255658200223	6.09554910452935	4.52766425103756	2.26383212551878
80	28.8581	0.359165	58	21.5964006094405	4.82910635107515	3.23946009141607	1.87030228377907
80	28.8581	0.359165	62	11.4085280859215	3.43979567457535	0	0
80	28.8581	0.359165	66	4.00960582999398	2.00480291499699	1.0024014574985	1.0024014574985
80	28.8581	0.359165	70	5.84705635641442	2.38705101241226	0.974509392735737	0.974509392735737
80	28.8581	0.359165	74	0.952643047100359	0.952643047100359	0	0
80	28.8581	0.359165	78	0.936197415364447	0.936197415364447	0	0
80	28.8581	0.359165	82	0	0	0	0
80	28.8581	0.359165	86	0	0	0	0
80	28.8581	0.359165	90	6.41017440366623	2.4228169897857	0.915739200523746	0.915739200523746
80	28.8581	0.359165	94	2.75392596123217	1.58997915371739	0	0
80	28.8581	0.359165	98	0	0	0	0
80	28.8581	0.359165	102	0	0	0	0
80	28.8581	0.359165	106	0.952642868561907	0.952642868561907	0	0
80	28.8581	0.359165	110	0	0	0	0
80	28.8581	0.359165	114	0	0	0	0
80	28.8581	0.359165	118	0	0	0	0
80	28.8581	0.359165	122	0	0	0	0
80	28.8581	0.359165	126	0	0	0	0
80	28.8581	0.359165	130	0	0	1.19541215400491	1.19541215400491
80	28.8581	0.359165	134	0	0	0	0
80	28.8581	0.359165	138	0	0	0	0
80	28.8581	0.359165	142	0	0	0	0
80	28.8581	0.359165	146	0	0	0	0
80	28.8581	0.359165	150	0	0	0	0
80	28.8581	0.359165	154	0	0	0	0
80	28.8581	0.359165	158	0	0	0	0
80	28.8581	0.359165	162	0	0	0	0
80	28.8581	0.359165	166	0	0	0	0
80	28.8581	0.359165	170	0	0	0	0
80	28.8581	0.359165	174	0	0	0	0

