#				Inclusive		Exclusive	
#range	Ebeam	dE	Thcm	Xsec[mb/sr]	dXsec	Xsec[mb/sr]	dXsec
300	4.94119	0.26386	2	0	0	0	0
300	4.94119	0.26386	6	0	0	0	0
300	4.94119	0.26386	10	0	0	0	0
300	4.94119	0.26386	14	0	0	0	0
300	4.94119	0.26386	18	0	0	0	0
300	4.94119	0.26386	22	0	0	0	0
300	4.94119	0.26386	26	6.26687717349963	3.61818153612001	0	0
300	4.94119	0.26386	30	62.270277384464	10.6792609974983	1.83147874660188	1.83147874660188
300	4.94119	0.26386	34	49.128271967429	8.96956150227203	1.63760906558097	1.63760906558097
300	4.94119	0.26386	38	35.6977747915035	7.28677853116998	4.46222184893793	2.57626378448432
300	4.94119	0.26386	42	8.21130595662157	3.35225197128083	2.73710198554052	1.93541849948563
300	4.94119	0.26386	46	14.003302508481	4.22214846960713	0	0
300	4.94119	0.26386	50	4.78165123840455	2.39082561920227	0	0
300	4.94119	0.26386	54	3.39574818827817	1.9605352165024	0	0
300	4.94119	0.26386	58	6.47892018283214	2.64500836644092	1.07982003047202	1.07982003047202
300	4.94119	0.26386	62	4.14855566760781	2.0742778338039	0	0
300	4.94119	0.26386	66	0	0	0	0
300	4.94119	0.26386	70	1.94901878547147	1.37816092830081	0.974509392735737	0.974509392735737
300	4.94119	0.26386	74	0	0	0	0
300	4.94119	0.26386	78	0	0	0	0
300	4.94119	0.26386	82	0	0	0	0
300	4.94119	0.26386	86	0	0	0	0
300	4.94119	0.26386	90	0	0	0	0
300	4.94119	0.26386	94	0	0	0.917975320410722	0.917975320410722
300	4.94119	0.26386	98	0	0	0	0
300	4.94119	0.26386	102	0	0	0	0
300	4.94119	0.26386	106	0	0	0	0
300	4.94119	0.26386	110	0.974509160912474	0.974509160912474	0	0
300	4.94119	0.26386	114	0	0	0	0
300	4.94119	0.26386	118	1.03713855647574	1.03713855647574	0	0
300	4.94119	0.26386	122	1.07981958946484	1.07981958946484	0	0
300	4.94119	0.26386	126	2.26383105051423	1.60076625497386	0	0
300	4.94119	0.26386	130	0	0	0	0
300	4.94119	0.26386	134	1.27302669728196	1.27302669728196	0	0
300	4.94119	0.26386	138	0	0	1.36854999936034	1.36854999936034
300	4.94119	0.26386	142	1.48740603867965	1.48740603867965	0	0
300	4.94119	0.26386	146	4.912822436283	2.83641803358799	1.637607478761	1.637607478761
300	4.94119	0.26386	150	0	0	0	0
300	4.94119	0.26386	154	2.08895625851114	2.08895625851114	2.08895625851114	2.08895625851114
300	4.94119	0.26386	158	2.4445322540905	2.4445322540905	0	0
300	4.94119	0.26386	162	2.96338893767186	2.96338893767186	0	0
300	4.94119	0.26386	166	0	0	0	0
300	4.94119	0.26386	170	0	0	0	0
300	4.94119	0.26386	174	0	0	0	0

