#				Inclusive		Exclusive	
#range	Ebeam	dE	Thcm	Xsec[mb/sr]	dXsec	Xsec[mb/sr]	dXsec
100	26.3355	0.359689	2	0	0	0	0
100	26.3355	0.359689	6	0	0	0	0
100	26.3355	0.359689	10	0	0	0	0
100	26.3355	0.359689	14	15.1410749318284	7.57053746591422	3.78526873295711	3.78526873295711
100	26.3355	0.359689	18	97.7920316556316	17.0233997990205	11.853579594622	5.92678979731101
100	26.3355	0.359689	22	183.340215644245	21.170294700441	31.7789707116691	8.81389752688144
100	26.3355	0.359689	26	261.119882229151	23.3551889542926	39.690222098831	9.10556363718918
100	26.3355	0.359689	30	153.844214714558	16.7857774344183	29.3036599456301	7.32591498640753
100	26.3355	0.359689	34	116.270243656249	13.7987396279451	22.9265269181335	6.12737633632168
100	26.3355	0.359689	38	78.8325859979035	10.8284886348905	23.798516527669	5.94962913191724
100	26.3355	0.359689	42	60.2162436818915	9.07794087279334	15.0540609204729	4.53896359364171
100	26.3355	0.359689	46	54.7401825331532	8.34780145465581	14.003302508481	4.22214846960713
100	26.3355	0.359689	50	51.4027508128489	7.83884777419088	8.36788966720796	3.16276344100221
100	26.3355	0.359689	54	28.2979015689847	5.65958031379695	5.65958031379695	2.53104355045439
100	26.3355	0.359689	58	22.6762206399125	4.94836167524048	6.47892018283214	2.64500836644092
100	26.3355	0.359689	62	5.18569458450976	2.31911521791695	1.03713891690195	1.03713891690195
100	26.3355	0.359689	66	3.00720437249549	1.73620944446027	1.0024014574985	1.0024014574985
100	26.3355	0.359689	70	1.94901878547147	1.37816092830081	0	0
100	26.3355	0.359689	74	0	0	0	0
100	26.3355	0.359689	78	0	0	0	0
100	26.3355	0.359689	82	0.924738732621215	0.924738732621215	0	0
100	26.3355	0.359689	86	0	0	0	0
100	26.3355	0.359689	90	2.74721760157124	1.58610608226716	0	0
100	26.3355	0.359689	94	0	0	0	0
100	26.3355	0.359689	98	0.924738647678388	0.924738647678388	0	0
100	26.3355	0.359689	102	0.936197285303443	0.936197285303443	0.936197285303443	0.936197285303443
100	26.3355	0.359689	106	0	0	0	0
100	26.3355	0.359689	110	0	0	0	0
100	26.3355	0.359689	114	0	0	0	0
100	26.3355	0.359689	118	1.03713855647574	1.03713855647574	0	0
100	26.3355	0.359689	122	1.07981958946484	1.07981958946484	0	0
100	26.3355	0.359689	126	0	0	0	0
100	26.3355	0.359689	130	0	0	0	0
100	26.3355	0.359689	134	0	0	0	0
100	26.3355	0.359689	138	0	0	0	0
100	26.3355	0.359689	142	0	0	0	0
100	26.3355	0.359689	146	0	0	0	0
100	26.3355	0.359689	150	0	0	0	0
100	26.3355	0.359689	154	0	0	0	0
100	26.3355	0.359689	158	0	0	0	0
100	26.3355	0.359689	162	0	0	0	0
100	26.3355	0.359689	166	0	0	0	0
100	26.3355	0.359689	170	0	0	0	0
100	26.3355	0.359689	174	0	0	0	0

