   1.00  0.3978E+10  0.1000E+01
   2.00  0.2486E+09  0.9997E+00
   3.00  0.4913E+08  0.9999E+00
   4.00  0.1557E+08  0.1001E+01
   5.00  0.6383E+07  0.1002E+01
   6.00  0.3076E+07  0.1000E+01
   7.00  0.1657E+07  0.9978E+00
   8.00  0.9698E+06  0.9954E+00
   9.00  0.6050E+06  0.9939E+00
  10.00  0.3974E+06  0.9939E+00
  11.00  0.2722E+06  0.9956E+00
  12.00  0.1930E+06  0.9987E+00
  13.00  0.1409E+06  0.1003E+01
  14.00  0.1053E+06  0.1007E+01
  15.00  0.8042E+05  0.1012E+01
  16.00  0.6248E+05  0.1016E+01
  17.00  0.4927E+05  0.1019E+01
  18.00  0.3936E+05  0.1022E+01
  19.00  0.3181E+05  0.1023E+01
  20.00  0.2597E+05  0.1024E+01
  21.00  0.2139E+05  0.1023E+01
  22.00  0.1777E+05  0.1021E+01
  23.00  0.1487E+05  0.1019E+01
  24.00  0.1254E+05  0.1015E+01
  25.00  0.1063E+05  0.1012E+01
  26.00  0.9076E+04  0.1007E+01
  27.00  0.7790E+04  0.1003E+01
  28.00  0.6722E+04  0.9981E+00
  29.00  0.5829E+04  0.9931E+00
  30.00  0.5080E+04  0.9881E+00
  31.00  0.4446E+04  0.9830E+00
  32.00  0.3908E+04  0.9778E+00
  33.00  0.3448E+04  0.9726E+00
  34.00  0.3054E+04  0.9674E+00
  35.00  0.2714E+04  0.9621E+00
  36.00  0.2420E+04  0.9567E+00
  37.00  0.2165E+04  0.9513E+00
  38.00  0.1942E+04  0.9457E+00
  39.00  0.1747E+04  0.9401E+00
  40.00  0.1575E+04  0.9342E+00
  41.00  0.1423E+04  0.9282E+00
  42.00  0.1290E+04  0.9220E+00
  43.00  0.1171E+04  0.9156E+00
  44.00  0.1065E+04  0.9090E+00
  45.00  0.9705E+03  0.9022E+00
  46.00  0.8861E+03  0.8953E+00
  47.00  0.8105E+03  0.8882E+00
  48.00  0.7425E+03  0.8809E+00
  49.00  0.6814E+03  0.8736E+00
  50.00  0.6263E+03  0.8661E+00
  51.00  0.5765E+03  0.8585E+00
  52.00  0.5315E+03  0.8509E+00
  53.00  0.4907E+03  0.8432E+00
  54.00  0.4537E+03  0.8356E+00
  55.00  0.4201E+03  0.8279E+00
  56.00  0.3896E+03  0.8203E+00
  57.00  0.3617E+03  0.8128E+00
  58.00  0.3363E+03  0.8054E+00
  59.00  0.3131E+03  0.7981E+00
  60.00  0.2919E+03  0.7909E+00
  61.00  0.2725E+03  0.7839E+00
  62.00  0.2548E+03  0.7771E+00
  63.00  0.2385E+03  0.7704E+00
  64.00  0.2235E+03  0.7639E+00
  65.00  0.2097E+03  0.7576E+00
  66.00  0.1970E+03  0.7515E+00
  67.00  0.1853E+03  0.7456E+00
  68.00  0.1746E+03  0.7399E+00
  69.00  0.1646E+03  0.7343E+00
  70.00  0.1554E+03  0.7290E+00
  71.00  0.1468E+03  0.7238E+00
  72.00  0.1389E+03  0.7188E+00
  73.00  0.1316E+03  0.7140E+00
  74.00  0.1247E+03  0.7093E+00
  75.00  0.1184E+03  0.7048E+00
  76.00  0.1125E+03  0.7004E+00
  77.00  0.1069E+03  0.6962E+00
  78.00  0.1018E+03  0.6920E+00
  79.00  0.9696E+02  0.6880E+00
  80.00  0.9244E+02  0.6841E+00
  81.00  0.8821E+02  0.6803E+00
  82.00  0.8425E+02  0.6766E+00
  83.00  0.8052E+02  0.6729E+00
  84.00  0.7702E+02  0.6693E+00
  85.00  0.7372E+02  0.6658E+00
  86.00  0.7062E+02  0.6623E+00
  87.00  0.6770E+02  0.6589E+00
  88.00  0.6494E+02  0.6555E+00
  89.00  0.6233E+02  0.6521E+00
  90.00  0.5987E+02  0.6488E+00
  91.00  0.5754E+02  0.6456E+00
  92.00  0.5534E+02  0.6423E+00
  93.00  0.5325E+02  0.6391E+00
