#				Inclusive		Exclusive	
#range	Ebeam	dE	Thcm	Xsec[mb/sr]	dXsec	Xsec[mb/sr]	dXsec
90	27.5882	0.369624	2	0	0	0	0
90	27.5882	0.369624	6	0	0	0	0
90	27.5882	0.369624	10	0	0	0	0
90	27.5882	0.369624	14	34.067418596614	11.3558061988713	3.78526873295711	3.78526873295711
90	27.5882	0.369624	18	160.023324527397	21.776418510923	5.92678979731101	4.1908626996276
90	27.5882	0.369624	22	210.230113938734	22.6696998747038	22.0008258773094	7.3336086257698
90	27.5882	0.369624	26	219.340701072487	21.4055634656169	39.690222098831	9.10556363718918
90	27.5882	0.369624	30	188.642310899994	18.5874946513879	42.1240111718433	8.78346071731571
90	27.5882	0.369624	34	155.572861230192	15.9614316643139	29.4769631804574	6.94778572599643
90	27.5882	0.369624	38	72.8829568659862	10.4118509808552	14.8740728297931	4.70359830281982
90	27.5882	0.369624	42	49.2678357397294	8.21130595662157	8.21130595662157	3.35225197128083
90	27.5882	0.369624	46	39.4638525239011	7.08791159769277	7.63816500462603	3.11826813286357
90	27.5882	0.369624	50	52.59816362245	7.92947201928674	7.17247685760682	2.92815172298989
90	27.5882	0.369624	54	36.2213140083005	6.40307937962045	4.52766425103756	2.26383212551878
90	27.5882	0.369624	58	17.2771204875524	4.31928012188809	2.15964006094405	1.52709228529384
90	27.5882	0.369624	62	8.29711133521561	2.93347482673299	0	0
90	27.5882	0.369624	66	3.00720437249549	1.73620944446027	0	0
90	27.5882	0.369624	70	1.94901878547147	1.37816092830081	0	0
90	27.5882	0.369624	74	0	0	0	0
90	27.5882	0.369624	78	0	0	0	0
90	27.5882	0.369624	82	0.924738732621215	0.924738732621215	0.924738732621215	0.924738732621215
90	27.5882	0.369624	86	0.917975362365351	0.917975362365351	0	0
90	27.5882	0.369624	90	3.66295680209499	1.83147840104749	0	0
90	27.5882	0.369624	94	0	0	0	0
90	27.5882	0.369624	98	0	0	0	0
90	27.5882	0.369624	102	0	0	0	0
90	27.5882	0.369624	106	0	0	0	0
90	27.5882	0.369624	110	0	0	0	0
90	27.5882	0.369624	114	1.00240116580287	1.00240116580287	0	0
90	27.5882	0.369624	118	0	0	0	0
90	27.5882	0.369624	122	1.07981958946484	1.07981958946484	0	0
90	27.5882	0.369624	126	1.13191552525711	1.13191552525711	0	0
90	27.5882	0.369624	130	0	0	0	0
90	27.5882	0.369624	134	0	0	0	0
90	27.5882	0.369624	138	0	0	0	0
90	27.5882	0.369624	142	0	0	0	0
90	27.5882	0.369624	146	0	0	0	0
90	27.5882	0.369624	150	0	0	0	0
90	27.5882	0.369624	154	0	0	0	0
90	27.5882	0.369624	158	0	0	0	0
90	27.5882	0.369624	162	0	0	0	0
90	27.5882	0.369624	166	0	0	0	0
90	27.5882	0.369624	170	0	0	0	0
90	27.5882	0.369624	174	0	0	0	0

