1  0  0  0  0  3.50078e+09
3  0  0  0  0  4.32371e+07
5  0  0  0  0  5.60809e+06
7  0  0  0  0  1.46161e+06
9  0  0  0  0  535747
11  0  0  0  0  240570
13  0  0  0  0  123623
15  0  0  0  0  69942.7
17  0  0  0  0  42532.8
19  0  0  0  0  27358.7
21  0  0  0  0  18407.7
23  0  0  0  0  12850.3
25  43.1566  21.5783  0  0  9250.94
27  733.181  85.8123  0  0  6835.84
29  4439.21  204.331  0  0  5165.76
31  7737.62  261.729  0  0  3980.5
33  7409.17  249.057  0  0  3120.08
35  6152.97  221.164  0  0  2482.94
37  4788.39  190.472  0  0  2002.75
39  4245.81  175.393  0  0  1635.13
41  4239.57  171.655  41.7007  17.0242  1349.68
43  2085.96  118.094  361.032  49.1302  1125.2
45  90.2772  24.1276  748.011  69.4511  946.617
47  0  0  941.422  76.6119  803.034
49  0  0  912.288  74.241  686.475
51  0  0  1120.64  81.0866  591.011
53  0  0  1147.58  80.944  512.18
55  0  0  1040.91  76.1187  446.591
57  0  0  1158.04  79.3475  391.635
59  0  0  1106.45  76.7187  345.285
61  0  0  995.747  72.0498  305.955
63  0  0  788.088  63.506  272.391
65  0  0  769.752  62.2308  243.594
67  0  0  733.113  60.2615  218.763
69  0  0  532.365  50.9914  197.252
71  0  0  458.13  47.0031  178.532
73  0  0  371.906  42.1101  162.174
75  0  0  420.128  44.5334  147.824
77  0  0  355.652  40.796  135.187
79  0  0  102.191  21.7871  124.02
81  0  0  46.1652  14.5987  114.118
83  0  0  0  0  105.311
85  0  0  0  0  97.4539
87  0  0  0  0  90.424
89  0  0  0  0  84.1173
91  0  0  0  0  78.4448
93  0  0  0  0  73.3303
95  0  0  0  0  68.7083
97  0  0  0  0  64.522
99  0  0  0  0  60.7226
101  0  0  0  0  57.2675
103  0  0  0  0  54.1196
105  0  0  0  0  51.2467
107  0  0  0  0  48.6203
109  0  0  0  0  46.2156
111  0  0  0  0  44.0106
113  0  0  0  0  41.9861
115  0  0  0  0  40.125
117  0  0  0  0  38.4122
119  0  0  0  0  36.8342
121  0  0  0  0  35.379
123  0  0  0  0  34.036
125  0  0  0  0  32.7957
127  0  0  0  0  31.6495
129  0  0  0  0  30.59
131  0  0  0  0  29.6101
133  0  0  0  0  28.7039
135  0  0  0  0  27.8657
137  0  0  0  0  27.0907
139  0  0  0  0  26.3743
141  0  0  0  0  25.7126
143  0  0  0  0  25.1018
145  0  0  0  0  24.5388
147  0  0  0  0  24.0206
149  0  0  0  0  23.5445
151  0  0  0  0  23.1082
153  0  0  0  0  22.7094
155  0  0  0  0  22.3463
157  0  0  0  0  22.0171
159  0  0  0  0  21.7204
161  0  0  0  0  21.4546
163  0  0  0  0  21.2187
165  0  0  0  0  21.0115
167  0  0  0  0  20.8322
169  0  0  0  0  20.6799
171  0  0  0  0  20.5539
173  0  0  0  0  20.4538
175  0  0  0  0  20.3791
177  0  0  0  0  20.3295
