#				Inclusive		Exclusive	
#range	Ebeam	dE	Thcm	Xsec[mb/sr]	dXsec	Xsec[mb/sr]	dXsec
110	25.1179	0.362749	2	0	0	0	0
110	25.1179	0.362749	6	0	0	0	0
110	25.1179	0.362749	10	0	0	0	0
110	25.1179	0.362749	14	22.7116123977426	9.27197790869111	7.57053746591422	5.35316489483527
110	25.1179	0.362749	18	100.755426554287	17.2794074843153	8.89018469596651	5.13274813421627
110	25.1179	0.362749	22	158.894853558346	19.7084864930663	36.668043128849	9.46763984514464
110	25.1179	0.362749	26	169.20568368449	18.8006315204989	41.7791811566642	9.34211736089821
110	25.1179	0.362749	30	142.855342234947	16.1751807350886	31.135138692232	7.55138833490169
110	25.1179	0.362749	34	109.719807393925	13.4044033649532	26.2017450492955	6.55043626232386
110	25.1179	0.362749	38	95.1940661106759	11.8992582638345	32.7229602255448	6.97656486823182
110	25.1179	0.362749	42	62.9533456674321	9.28196445479553	13.6855099277026	4.32774143341754
110	25.1179	0.362749	46	73.8355950447182	9.69508464954679	19.0954125115651	4.93041004993608
110	25.1179	0.362749	50	46.6210995744443	7.4653529959591	7.17247685760682	2.92815172298989
110	25.1179	0.362749	54	33.9574818827817	6.19976461642761	4.52766425103756	2.26383212551878
110	25.1179	0.362749	58	22.6762206399125	4.94836167524048	6.47892018283214	2.64500836644092
110	25.1179	0.362749	62	4.14855566760781	2.0742778338039	0	0
110	25.1179	0.362749	66	1.0024014574985	1.0024014574985	0	0
110	25.1179	0.362749	70	0.974509392735737	0.974509392735737	0	0
110	25.1179	0.362749	74	0.952643047100359	0.952643047100359	0	0
110	25.1179	0.362749	78	0	0	0	0
110	25.1179	0.362749	82	1.84947746524243	1.30777476306025	0	0
110	25.1179	0.362749	86	1.8359507247307	1.2982099372107	0	0
110	25.1179	0.362749	90	4.57869600261873	2.04765695411513	0	0
110	25.1179	0.362749	94	0	0	0	0
110	25.1179	0.362749	98	0	0	0	0
110	25.1179	0.362749	102	0	0	0	0
110	25.1179	0.362749	106	0	0	0	0
110	25.1179	0.362749	110	0	0	0	0
110	25.1179	0.362749	114	0	0	0	0
110	25.1179	0.362749	118	1.03713855647574	1.03713855647574	0	0
110	25.1179	0.362749	122	1.07981958946484	1.07981958946484	0	0
110	25.1179	0.362749	126	0	0	0	0
110	25.1179	0.362749	130	1.19541215400491	1.19541215400491	0	0
110	25.1179	0.362749	134	0	0	0	0
110	25.1179	0.362749	138	2.73709999872068	1.93541709459539	0	0
110	25.1179	0.362749	142	0	0	0	0
110	25.1179	0.362749	146	0	0	0	0
110	25.1179	0.362749	150	0	0	0	0
110	25.1179	0.362749	154	0	0	0	0
110	25.1179	0.362749	158	0	0	0	0
110	25.1179	0.362749	162	0	0	0	0
110	25.1179	0.362749	166	0	0	0	0
110	25.1179	0.362749	170	0	0	0	0
110	25.1179	0.362749	174	0	0	0	0

