   1.00  0.4366E+10  0.1000E+01
   2.00  0.2730E+09  0.1000E+01
   3.00  0.5390E+08  0.9995E+00
   4.00  0.1707E+08  0.1000E+01
   5.00  0.7003E+07  0.1001E+01
   6.00  0.3381E+07  0.1002E+01
   7.00  0.1825E+07  0.1001E+01
   8.00  0.1068E+07  0.9990E+00
   9.00  0.6659E+06  0.9966E+00
  10.00  0.4365E+06  0.9946E+00
  11.00  0.2982E+06  0.9937E+00
  12.00  0.2109E+06  0.9941E+00
  13.00  0.1535E+06  0.9958E+00
  14.00  0.1146E+06  0.9986E+00
  15.00  0.8741E+05  0.1002E+01
  16.00  0.6789E+05  0.1006E+01
  17.00  0.5356E+05  0.1010E+01
  18.00  0.4284E+05  0.1013E+01
  19.00  0.3468E+05  0.1016E+01
  20.00  0.2837E+05  0.1019E+01
  21.00  0.2343E+05  0.1020E+01
  22.00  0.1951E+05  0.1021E+01
  23.00  0.1637E+05  0.1021E+01
  24.00  0.1383E+05  0.1021E+01
  25.00  0.1176E+05  0.1019E+01
  26.00  0.1006E+05  0.1018E+01
  27.00  0.8656E+04  0.1015E+01
  28.00  0.7485E+04  0.1013E+01
  29.00  0.6504E+04  0.1010E+01
  30.00  0.5678E+04  0.1006E+01
  31.00  0.4978E+04  0.1003E+01
  32.00  0.4382E+04  0.9991E+00
  33.00  0.3873E+04  0.9952E+00
  34.00  0.3434E+04  0.9911E+00
  35.00  0.3056E+04  0.9869E+00
  36.00  0.2728E+04  0.9825E+00
  37.00  0.2443E+04  0.9779E+00
  38.00  0.2193E+04  0.9732E+00
  39.00  0.1974E+04  0.9682E+00
  40.00  0.1782E+04  0.9630E+00
  41.00  0.1612E+04  0.9577E+00
  42.00  0.1462E+04  0.9521E+00
  43.00  0.1328E+04  0.9463E+00
  44.00  0.1209E+04  0.9402E+00
  45.00  0.1103E+04  0.9340E+00
  46.00  0.1008E+04  0.9276E+00
  47.00  0.9224E+03  0.9209E+00
  48.00  0.8457E+03  0.9142E+00
  49.00  0.7767E+03  0.9072E+00
  50.00  0.7145E+03  0.9002E+00
  51.00  0.6582E+03  0.8930E+00
  52.00  0.6073E+03  0.8858E+00
  53.00  0.5612E+03  0.8785E+00
  54.00  0.5192E+03  0.8711E+00
  55.00  0.4811E+03  0.8638E+00
  56.00  0.4464E+03  0.8565E+00
  57.00  0.4148E+03  0.8492E+00
  58.00  0.3859E+03  0.8419E+00
  59.00  0.3595E+03  0.8348E+00
  60.00  0.3353E+03  0.8277E+00
  61.00  0.3132E+03  0.8207E+00
  62.00  0.2929E+03  0.8139E+00
  63.00  0.2742E+03  0.8072E+00
  64.00  0.2571E+03  0.8006E+00
  65.00  0.2413E+03  0.7941E+00
  66.00  0.2267E+03  0.7878E+00
  67.00  0.2133E+03  0.7817E+00
  68.00  0.2009E+03  0.7757E+00
  69.00  0.1894E+03  0.7698E+00
  70.00  0.1788E+03  0.7641E+00
  71.00  0.1689E+03  0.7586E+00
  72.00  0.1598E+03  0.7531E+00
  73.00  0.1513E+03  0.7479E+00
  74.00  0.1434E+03  0.7427E+00
  75.00  0.1360E+03  0.7377E+00
  76.00  0.1291E+03  0.7328E+00
  77.00  0.1227E+03  0.7280E+00
  78.00  0.1168E+03  0.7233E+00
  79.00  0.1112E+03  0.7187E+00
  80.00  0.1059E+03  0.7142E+00
  81.00  0.1010E+03  0.7098E+00
  82.00  0.9642E+02  0.7054E+00
  83.00  0.9209E+02  0.7012E+00
  84.00  0.8803E+02  0.6970E+00
  85.00  0.8421E+02  0.6929E+00
  86.00  0.8062E+02  0.6888E+00
  87.00  0.7723E+02  0.6848E+00
  88.00  0.7403E+02  0.6808E+00
  89.00  0.7102E+02  0.6770E+00
  90.00  0.6817E+02  0.6731E+00
  91.00  0.6548E+02  0.6693E+00
  92.00  0.6294E+02  0.6656E+00
  93.00  0.6053E+02  0.6619E+00
  94.00  0.5825E+02  0.6582E+00
  95.00  0.5609E+02  0.6546E+00
  96.00  0.5405E+02  0.6510E+00
  97.00  0.5210E+02  0.6475E+00
  98.00  0.5026E+02  0.6440E+00
  99.00  0.4851E+02  0.6405E+00
 100.00  0.4685E+02  0.6371E+00
 101.00  0.4527E+02  0.6338E+00
 102.00  0.4376E+02  0.6305E+00
 103.00  0.4234E+02  0.6272E+00
 104.00  0.4097E+02  0.6240E+00
 105.00  0.3968E+02  0.6208E+00
 106.00  0.3844E+02  0.6177E+00
 107.00  0.3727E+02  0.6146E+00
 108.00  0.3615E+02  0.6116E+00
 109.00  0.3508E+02  0.6086E+00
 110.00  0.3406E+02  0.6057E+00
 111.00  0.3309E+02  0.6028E+00
 112.00  0.3216E+02  0.5999E+00
 113.00  0.3127E+02  0.5972E+00
 114.00  0.3042E+02  0.5944E+00
 115.00  0.2961E+02  0.5918E+00
 116.00  0.2884E+02  0.5891E+00
 117.00  0.2810E+02  0.5865E+00
 118.00  0.2739E+02  0.5840E+00
 119.00  0.2672E+02  0.5815E+00
 120.00  0.2607E+02  0.5791E+00
 121.00  0.2545E+02  0.5768E+00
 122.00  0.2486E+02  0.5744E+00
 123.00  0.2429E+02  0.5722E+00
 124.00  0.2374E+02  0.5699E+00
 125.00  0.2322E+02  0.5678E+00
 126.00  0.2272E+02  0.5656E+00
 127.00  0.2225E+02  0.5636E+00
 128.00  0.2179E+02  0.5615E+00
 129.00  0.2135E+02  0.5595E+00
 130.00  0.2093E+02  0.5576E+00
 131.00  0.2052E+02  0.5557E+00
 132.00  0.2013E+02  0.5539E+00
 133.00  0.1976E+02  0.5520E+00
 134.00  0.1941E+02  0.5503E+00
 135.00  0.1907E+02  0.5486E+00
 136.00  0.1874E+02  0.5469E+00
 137.00  0.1842E+02  0.5453E+00
 138.00  0.1812E+02  0.5437E+00
 139.00  0.1783E+02  0.5421E+00
 140.00  0.1756E+02  0.5406E+00
 141.00  0.1729E+02  0.5391E+00
 142.00  0.1703E+02  0.5377E+00
 143.00  0.1679E+02  0.5363E+00
 144.00  0.1656E+02  0.5350E+00
 145.00  0.1633E+02  0.5337E+00
 146.00  0.1612E+02  0.5324E+00
 147.00  0.1591E+02  0.5311E+00
 148.00  0.1572E+02  0.5299E+00
 149.00  0.1553E+02  0.5288E+00
 150.00  0.1535E+02  0.5277E+00
 151.00  0.1518E+02  0.5266E+00
 152.00  0.1501E+02  0.5255E+00
 153.00  0.1486E+02  0.5245E+00
 154.00  0.1471E+02  0.5235E+00
 155.00  0.1457E+02  0.5226E+00
 156.00  0.1443E+02  0.5217E+00
 157.00  0.1430E+02  0.5208E+00
 158.00  0.1418E+02  0.5200E+00
 159.00  0.1407E+02  0.5192E+00
 160.00  0.1396E+02  0.5185E+00
 161.00  0.1385E+02  0.5178E+00
 162.00  0.1376E+02  0.5171E+00
 163.00  0.1367E+02  0.5164E+00
 164.00  0.1358E+02  0.5158E+00
 165.00  0.1350E+02  0.5153E+00
 166.00  0.1343E+02  0.5147E+00
 167.00  0.1336E+02  0.5142E+00
 168.00  0.1330E+02  0.5138E+00
 169.00  0.1324E+02  0.5133E+00
 170.00  0.1319E+02  0.5130E+00
 171.00  0.1314E+02  0.5126E+00
 172.00  0.1310E+02  0.5123E+00
 173.00  0.1306E+02  0.5120E+00
 174.00  0.1303E+02  0.5118E+00
 175.00  0.1300E+02  0.5116E+00
 176.00  0.1298E+02  0.5114E+00
 177.00  0.1296E+02  0.5113E+00
 178.00  0.1295E+02  0.5112E+00
 179.00  0.1294E+02  0.5111E+00

