   ------------------------------------------------------------
  | Welcome to ROOT 6.12/06                http://root.cern.ch |
  |                               (c) 1995-2017, The ROOT Team |
  | Built for linuxx8664gcc                                    |
  | From tags/v6-12-06@v6-12-06, May 16 2019, 17:54:00         |
  | Try '.help', '.demo', '.license', '.credits', '.quit'/'.q' |
   ------------------------------------------------------------


Processing getXsec.C...


0  34.6685  0.0542045  2  0  0  0.00382754
0  34.6685  0.0542045  6  0  0  0.011478
0  34.6685  0.0542045  10  0  0  0.0191144
0  34.6685  0.0542045  14  0  0  0.0267276
0  34.6685  0.0542045  18  0  0  0.0343082
0  34.6685  0.0542045  22  1  1  0.0418469
0  34.6685  0.0542045  26  3  1.73205  0.0493348
0  34.6685  0.0542045  30  1  1  0.0567625
0  34.6685  0.0542045  34  2  1.41421  0.064121
0  34.6685  0.0542045  38  2  1.41421  0.0714014
0  34.6685  0.0542045  42  1  1  0.0785948
0  34.6685  0.0542045  46  0  0  0.0856925
0  34.6685  0.0542045  50  1  1  0.0926858
0  34.6685  0.0542045  54  0  0  0.0995661
0  34.6685  0.0542045  58  0  0  0.106325
0  34.6685  0.0542045  62  0  0  0.112955
0  34.6685  0.0542045  66  0  0  0.119447
0  34.6685  0.0542045  70  1  1  0.125793
0  34.6685  0.0542045  74  0  0  0.131986
0  34.6685  0.0542045  78  0  0  0.138018
0  34.6685  0.0542045  82  0  0  0.143882
0  34.6685  0.0542045  86  0  0  0.149571
0  34.6685  0.0542045  90  0  0  0.155078
0  34.6685  0.0542045  94  0  0  0.160396
0  34.6685  0.0542045  98  0  0  0.165518
0  34.6685  0.0542045  102  0  0  0.170438
0  34.6685  0.0542045  106  0  0  0.175151
0  34.6685  0.0542045  110  0  0  0.179651
0  34.6685  0.0542045  114  0  0  0.183932
0  34.6685  0.0542045  118  0  0  0.187988
0  34.6685  0.0542045  122  0  0  0.191816
0  34.6685  0.0542045  126  0  0  0.19541
0  34.6685  0.0542045  130  0  0  0.198765
0  34.6685  0.0542045  134  0  0  0.201879
0  34.6685  0.0542045  138  0  0  0.204747
0  34.6685  0.0542045  142  0  0  0.207365
0  34.6685  0.0542045  146  0  0  0.20973
0  34.6685  0.0542045  150  0  0  0.21184
0  34.6685  0.0542045  154  0  0  0.213692
0  34.6685  0.0542045  158  0  0  0.215284
0  34.6685  0.0542045  162  0  0  0.216613
0  34.6685  0.0542045  166  0  0  0.217679
0  34.6685  0.0542045  170  0  0  0.218479
0  34.6685  0.0542045  174  0  0  0.218479


10  34.4677  0.0607973  2  0  0  0.00382754
10  34.4677  0.0607973  6  0  0  0.011478
10  34.4677  0.0607973  10  0  0  0.0191144
10  34.4677  0.0607973  14  0  0  0.0267276
10  34.4677  0.0607973  18  0  0  0.0343082
10  34.4677  0.0607973  22  0  0  0.0418469
10  34.4677  0.0607973  26  3  1.73205  0.0493348
10  34.4677  0.0607973  30  2  1.41421  0.0567625
10  34.4677  0.0607973  34  1  1  0.064121
10  34.4677  0.0607973  38  2  1.41421  0.0714014
10  34.4677  0.0607973  42  2  1.41421  0.0785948
